1	222	221	10
1	637	415	10
1	747	110	10
1	753	6	01
1	757	4	01
1	841	84	01
1	847	6	10
1	1206	359	10
1	1278	72	01
1	1332	54	10
1	1336	4	10
1	1337	1	10
1	1343	6	01
1	1435	92	10
1	1507	72	01
1	1640	133	01
1	1912	272	10
1	1979	67	10
1	2022	43	01
1	2061	39	10
1	2124	63	01
1	2710	586	10
1	2790	80	01
1	2800	10	10
1	2837	37	10
1	2963	126	10
1	3147	184	10
1	3169	22	01
1	3198	29	10
1	3213	15	10
1	3222	9	10
1	3283	61	01
1	3333	50	01
1	3481	148	10
1	3548	67	10
1	3600	52	01
1	3603	3	10
1	3632	29	10
1	3633	1	01
1	3644	11	01
1	3692	48	01
1	3704	12	01
1	3778	74	01
1	3819	41	01
1	3994	175	01
1	4001	7	01
1	4022	21	10
1	4028	6	10
1	4031	3	10
1	4460	429	01
1	5119	659	10
1	5229	110	01
1	5371	142	10
1	5426	55	10
1	5486	60	01
1	5529	43	01
1	5593	64	01
1	5610	17	01
1	5656	46	10
1	5666	10	10
1	5667	1	01
1	5718	51	01
1	5797	79	10
1	5844	47	10
1	5889	45	10
1	5926	37	10
1	6090	164	10
1	6229	139	01
1	6503	274	10
1	6531	28	01
1	6557	26	10
1	6783	226	10
1	6920	137	10
1	7106	186	10
1	7132	26	01
1	7339	207	10
1	7346	7	01
1	7503	157	10
1	7549	46	01
1	7616	67	10
1	7698	82	01
1	7786	88	01
1	7862	76	01
1	7968	106	01
1	8433	465	01
1	8524	91	01
1	8560	36	01
1	8636	76	10
1	8656	20	10
1	8684	28	10
1	8693	9	10
1	8727	34	01
1	16785	8058	01
1	16981	196	01
1	17023	42	10
1	17120	97	10
1	17165	45	01
1	17166	1	10
1	17197	31	01
1	17331	134	01
1	17335	4	01
1	17349	14	10
1	17363	14	10
1	17375	12	10
1	17400	25	01
1	17502	102	01
1	17535	33	10
1	17553	18	10
1	17560	7	01
1	17581	21	01
1	17772	191	01
1	17836	64	10
1	17852	16	10
1	17862	10	10
1	18569	707	01
1	18576	7	10
1	19381	805	10
1	19422	41	01
1	20167	745	10
1	20206	39	10
1	20221	15	01
1	20257	36	10
1	20270	13	01
1	20303	33	10
1	20311	8	01
1	20325	14	10
1	20338	13	10
1	20360	22	10
1	20436	76	01
1	20464	28	10
1	20604	140	10
1	20613	9	01
1	20655	42	10
1	20729	74	10
1	20838	109	10
1	21757	919	01
1	21836	79	01
1	21904	68	10
1	21973	69	01
1	22170	197	10
1	22297	127	10
1	22306	9	10
1	22517	211	01
1	22560	43	10
1	22611	51	10
1	22626	15	01
1	22668	42	10
1	22723	55	01
1	22734	11	10
1	23098	364	01
1	23122	24	10
1	23157	35	01
1	23186	29	01
1	23326	140	01
1	23330	4	01
1	23342	12	10
1	23362	20	10
1	23374	12	10
1	23378	4	01
1	23469	91	01
1	23513	44	01
1	24107	594	01
1	24471	364	10
1	24582	111	10
1	24596	14	10
1	24678	82	10
1	24719	41	10
1	24757	38	01
1	24813	56	10
1	25239	426	10
1	28009	2770	01
1	28059	50	10
1	28180	121	10
1	28382	202	10
1	28383	1	10
1	28426	43	01
1	28445	19	01
1	28456	11	01
1	28555	99	10
1	28562	7	10
1	28631	69	01
1	28681	50	10
1	28770	89	10
1	28824	54	10
1	29001	177	10
1	29030	29	01
1	29058	28	01
1	29269	211	01
1	29417	148	10
1	29430	13	01
1	29772	342	01
1	30370	598	10
1	30951	581	10
1	31116	165	01
1	31123	7	10
1	31203	80	10
1	33914	2711	01
1	38342	4428	01
1	38461	119	10
1	38530	69	10
1	38613	83	01
1	38693	80	10
1	38828	135	01
1	38952	124	01
1	39015	63	10
1	39021	6	10
1	39042	21	10
1	39070	28	01
1	39125	55	10
1	39613	488	10
1	39619	6	01
1	39666	47	01
1	39677	11	01
1	39695	18	01
1	39785	90	01
1	39863	78	01
1	39990	127	01
1	40174	184	10
1	40208	34	10
1	40241	33	01
1	40255	14	01
1	40309	54	01
1	40469	160	01
1	40787	318	01
1	41180	393	10
1	41188	8	10
1	41343	155	01
1	41478	135	10
1	41666	188	10
1	41778	112	01
1	42031	253	10
1	42119	88	01
1	42122	3	10
1	42143	21	10
1	42148	5	01
1	42154	6	01
1	42166	12	01
1	42182	16	10
1	42227	45	01
1	42246	19	10
1	42270	24	10
1	42335	65	01
1	42336	1	10
1	42342	6	10
1	42343	1	01
1	42374	31	10
1	42419	45	01
1	42475	56	01
1	42545	70	10
1	42791	246	10
1	42814	23	01
1	42852	38	01
1	43176	324	01
1	43315	139	10
1	43479	164	10
1	43492	13	10
1	43505	13	10
1	43544	39	01
1	43614	70	10
1	43832	218	10
1	43926	94	10
1	43938	12	01
1	44132	194	01
1	44321	189	01
1	44363	42	10
1	44425	62	10
1	44639	214	01
1	45143	504	01
1	45225	82	01
1	45383	158	01
1	45410	27	01
1	45765	355	10
1	45829	64	10
1	46042	213	10
1	46087	45	10
1	46175	88	10
1	46184	9	01
1	46313	129	01
1	46337	24	10
1	46362	25	10
1	46369	7	10
1	46378	9	10
1	46392	14	01
1	46397	5	10
1	46413	16	01
1	46881	468	10
1	46902	21	10
1	46908	6	01
1	46984	76	01
1	47069	85	01
1	47109	40	10
1	47164	55	01
1	47186	22	10
1	47204	18	01
1	47209	5	01
1	48039	830	01
1	48076	37	01
1	48438	362	01
1	49363	925	10
1	49819	456	01
1	49872	53	01
1	49962	90	10
1	50012	50	01
1	50029	17	01
1	50094	65	01
1	50137	43	01
1	50184	47	10
1	50715	531	10
1	51347	632	10
1	51367	20	10
1	51384	17	10
1	51766	382	01
1	51772	6	01
1	51853	81	01
1	51864	11	10
1	51923	59	10
1	52291	368	10
1	52318	27	01
1	52407	89	01
1	52541	134	01
1	52757	216	10
1	52826	69	01
1	52855	29	10
1	53128	273	01
1	53130	2	01
1	53246	116	01
1	53333	87	01
1	53398	65	10
1	53404	6	10
1	53407	3	10
1	53448	41	10
1	53450	2	10
1	53462	12	01
1	53473	11	01
1	53495	22	10
1	53521	26	01
1	53563	42	01
1	53584	21	01
1	53589	5	01
1	53595	6	10
1	53669	74	01
1	53701	32	10
1	53703	2	01
1	53727	24	01
1	53814	87	10
1	54118	304	01
1	54174	56	10
1	54217	43	10
1	54399	182	01
1	54863	464	10
1	54905	42	10
1	54998	93	01
1	55059	61	10
1	55068	9	10
1	55073	5	10
1	55076	3	01
1	55186	110	01
1	55193	7	01
1	55264	71	10
1	55268	4	01
1	55288	20	01
1	55307	19	01
1	55933	626	10
1	55954	21	10
1	56030	76	10
1	56043	13	10
1	56193	150	10
1	56194	1	01
1	56299	105	10
1	56559	260	10
1	56565	6	01
1	56818	253	01
1	56915	97	10
1	56919	4	01
1	56954	35	01
1	57080	126	01
1	57407	327	01
1	57492	85	01
1	57537	45	10
1	57577	40	10
1	57583	6	10
1	57639	56	01
1	57688	49	01
1	58117	429	10
1	58444	327	10
1	59183	739	10
1	59240	57	10
1	59293	53	10
1	59356	63	01
1	59385	29	01
1	59395	10	10
1	59675	280	10
1	59832	157	01
1	59956	124	01
1	60037	81	01
1	60354	317	10
1	60394	40	01
1	60429	35	10
1	60487	58	10
1	61198	711	10
1	61247	49	01
1	61276	29	01
1	61342	66	10
1	61360	18	01
1	61366	6	01
1	61500	134	01
1	61659	159	01
1	61886	227	10
1	62605	719	10
1	62916	311	10
1	64023	1107	01
1	64283	260	01
1	64310	27	10
1	64353	43	01
1	64383	30	01
1	64600	217	01
1	64602	2	10
1	64672	70	01
1	64829	157	01
1	64836	7	01
1	64897	61	01
1	65041	144	10
1	65181	140	10
1	65267	86	01
1	65294	27	10
1	65357	63	01
1	65365	8	01
1	65381	16	01
1	65486	105	10
1	65500	14	01
1	65553	53	01
1	65599	46	10
1	65607	8	10
1	65613	6	01
1	65631	18	01
1	65682	51	10
1	65719	37	10
1	65729	10	10
1	65763	34	01
1	65767	4	01
1	65801	34	01
1	66029	228	10
1	66197	168	10
1	66205	8	01
1	66207	2	10
1	66312	105	10
1	66350	38	10
1	66943	593	01
1	66952	9	01
1	67419	467	10
1	67657	238	01
1	67664	7	10
1	67743	79	01
1	68210	467	01
1	68373	163	01
1	68405	32	01
1	68435	30	10
1	68441	6	01
1	68444	3	10
1	68532	88	01
1	68553	21	10
1	68594	41	10
1	68612	18	10
1	68639	27	10
1	68646	7	10
1	68711	65	01
1	69094	383	10
1	69359	265	01
1	69504	145	01
1	69586	82	01
1	69690	104	10
1	69713	23	10
1	69721	8	01
1	69745	24	01
1	69902	157	01
1	69915	13	10
1	69964	49	01
1	70094	130	10
1	70148	54	10
1	70169	21	01
1	70174	5	10
1	70220	46	10
1	70284	64	10
1	70367	83	10
1	70731	364	01
1	70769	38	10
1	70814	45	01
1	70905	91	10
1	71042	137	01
1	71720	678	01
1	71860	140	10
1	71917	57	01
1	72039	122	10
1	72087	48	01
1	72228	141	10
1	72280	52	10
1	72284	4	10
1	72285	1	10
1	72301	16	10
1	72329	28	01
1	72369	40	10
1	72372	3	01
1	72432	60	10
1	72515	83	01
1	73403	888	10
1	73430	27	10
1	73440	10	01
1	73558	118	01
1	73600	42	10
1	73643	43	10
1	73728	85	10
1	73922	194	01
1	74050	128	10
1	74054	4	01
1	74065	11	10
1	74073	8	01
1	74084	11	01
1	74093	9	10
1	74147	54	10
1	74150	3	01
1	74186	36	10
1	74240	54	10
1	74308	68	01
1	74317	9	01
1	74338	21	10
1	74415	77	01
1	74539	124	10
1	74730	191	10
1	74741	11	01
1	74783	42	01
1	75302	519	01
1	75497	195	10
1	75535	38	10
1	75544	9	01
1	75574	30	01
1	75633	59	10
1	76344	711	01
1	76440	96	01
1	76905	465	10
1	76932	27	01
1	77099	167	01
1	77340	241	01
1	77617	277	01
1	78270	653	01
1	78289	19	01
1	78359	70	01
1	78374	15	01
1	78419	45	10
1	78646	227	01
1	78651	5	10
1	79087	436	10
1	79650	563	10
1	79676	26	10
1	79707	31	01
1	79708	1	01
1	79819	111	01
1	79952	133	10
1	80108	156	10
1	80164	56	10
1	80281	117	10
1	80447	166	01
1	80545	98	10
1	80654	109	10
1	81539	885	01
1	81576	37	01
1	81605	29	01
1	81631	26	01
1	81638	7	01
1	82976	1338	10
1	83060	84	10
1	83113	53	10
1	83114	1	01
1	83320	206	10
1	83362	42	10
1	84786	1424	10
1	84907	121	01
1	84944	37	10
1	84957	13	10
1	84980	23	10
1	84987	7	01
1	85004	17	01
1	85016	12	10
1	85022	6	10
1	85059	37	01
1	85069	10	10
1	85449	380	10
1	85458	9	10
1	85553	95	10
